수행부서명,프로젝트명,시작일,종료일,포트폴리오,수주계약금액,수주부서명,고객명
네트워크IT개발팀,2023년 인터넷 품질측정시스템(Support) 개발 유지보수,2023.04.05,2024.04.04,ITO,"54,000,000",네트워크IT개발팀,주식회사 케이티
네트워크IT개발팀,2023년 5G NMS  개발유지보수,2023.04.01,2024.03.31,ITO,"2,648,600,000",네트워크IT개발팀,주식회사 케이티
네트워크IT개발팀,2023년 통합NMS 유선분야 개발 유지보수,2023.04.01,2024.09.02,ITO,"2,141,445,000",네트워크IT개발팀,주식회사 케이티
네트워크IT개발팀,2023년 공동망 관리시스템 고도화,2023.07.01,2024.02.29,SI,"180,000,000",네트워크IT개발팀,주식회사 케이티
네트워크IT개발팀,ALL-in-Safety 플랫폼 기능 고도화,2023.07.10,2024.02.29,ITO,"316,000,000",네트워크IT개발팀,주식회사 케이티
네트워크IT개발팀,2023 NeMO 개발유지보수,2023.10.13,2024.03.31,ITO,"71,900,000",네트워크IT개발팀,주식회사 케이티
네트워크IT개발팀,신인증 중개 GW 마이그레이션,2023.11.22,2024.04.30,SI,"115,000,000",네트워크IT개발팀,주식회사 케이티
네트워크IT개발팀,통합NMS 데이터 연동 구조 개선을 위한 고도화 개발 (2차),2023.12.27,2024.08.30,SI,"379,180,000",네트워크IT개발팀,주식회사 케이티
네트워크IT개발팀,2023년 기지국 전력제어 Orchestrator 구축 1단계,2024.01.08,2024.05.14,SI,"143,000,000",네트워크IT개발팀,주식회사 케이티
인프라매니지드팀,비씨카드 IT 통합유지보수,2022.01.01,2024.12.31,ITO,"27,285,427,273",금융영업2팀,비씨카드(주)
인프라매니지드팀,kt alpha 23년 케이티알파 쇼핑 차세대시스템 S/W 유지보수,2023.01.01,2024.01.31,ITO,"83,314,463",그룹영업팀,주식회사 케이티알파
인프라매니지드팀,kt alpha 2023년 쇼핑 차세대시스템 H/W 및 S/W 유지보수,2023.02.01,2024.01.31,ITO,"398,027,900",그룹영업팀,주식회사 케이티알파
인프라매니지드팀,"kt sports 2023년도 네트워크 및 DRM, DLP 유지보수",2023.02.01,2024.01.31,ITO,"20,598,000",그룹영업팀,주식회사 케이티스포츠
인프라매니지드팀,kt sports 2023년도 보안솔루션 유지보수,2023.02.01,2024.01.31,ITO,"16,170,000",그룹영업팀,주식회사 케이티스포츠
인프라매니지드팀,SBI저축은행 오라클 및 DB 접근제어 MA 사업,2023.02.01,2024.01.31,ITO,"649,479,000",공공영업팀,유니원아이앤씨(주)
인프라매니지드팀,23년 kt전사 MA,2023.04.01,2024.03.31,ITO,"40,618,646,900",인프라매니지드팀,주식회사 케이티
인프라매니지드팀,케이뱅크 2023년 정보계 솔루션 통합 운영/유지보수_MA,2023.02.04,2024.02.03,ITO,"291,090,909",금융영업2팀,주식회사 케이뱅크
인프라매니지드팀,kt cloud 2023년도 통합 유지보수,2023.04.01,2024.03.31,ITO,"14,574,567,800",그룹영업팀,(주)케이티클라우드
인프라매니지드팀,비씨카드 IT 통합유지보수(DBMS)_오라클,2023.08.01,2026.07.31,IT 자산공급,"8,097,272,727",금융영업2팀,비씨카드(주)
인프라매니지드팀,비씨카드 회계관리시스템(SAP) 통합유지보수 계약,2023.10.16,2026.12.31,ITO,"392,500,000",금융영업2팀,비씨카드(주)
인프라매니지드팀,지니뮤직 2024년도 IT인프라 운영_IMO,2024.01.01,2024.12.31,ITO,"1,445,000,000",그룹영업팀,(주) 지니뮤직
인프라매니지드팀,코오롱 IDC ITO 시스템 운영_3년차,2024.01.01,2024.12.31,ITO,"831,942,000",전략영업팀,주식회사 케이티
인프라매니지드팀,kt M mobile 2024년도 통합유지보수_IT,2024.01.01,2024.12.31,ITO,"160,660,000",그룹영업팀,주식회사 케이티엠모바일
인프라매니지드팀,kt M mobile 2024년도 통합유지보수_보안,2024.01.01,2024.12.31,ITO,"82,730,000",그룹영업팀,주식회사 케이티엠모바일
인프라매니지드팀,"세라젬 네트워크, 보안, 통신장비 MA서비스",2023.11.04,2024.11.03,ITO,"85,816,000",유통영업팀,(주)세라젬
인프라매니지드팀,세라젬 S/W MA 서비스,2023.11.04,2024.11.03,ITO,"376,112,000",유통영업팀,(주)세라젬
인프라매니지드팀,플레이디 2024년도 통합유지보수,2024.01.01,2024.12.31,ITO,"309,340,000",그룹영업팀,주식회사 플레이디
인프라매니지드팀,"아이디스파워텔 24년 영업전산ERP상용SW구매,그룹웨어SSO계정관리_MA",2024.01.01,2024.12.31,ITO,"193,199,000",그룹영업팀,아이디스파워텔 주식회사
인프라매니지드팀,"kt service 남부 2024년 ERP, 그룹웨어, 통합인증 유지보수",2024.01.01,2024.12.31,ITO,"102,580,000",그룹영업팀,주식회사 케이티서비스남부
인프라매니지드팀,케이뱅크 2024년도 IT인프라 운영 유지보수,2024.01.01,2024.12.31,ITO,"1,839,818,182",금융영업1팀,주식회사 케이뱅크
인프라매니지드팀,kt sports 2024년도 보안솔루션 유지보수,2024.02.01,2025.01.31,ITO,"16,170,000",그룹영업팀,주식회사 케이티스포츠
인프라매니지드팀,"kt sports 2024년도 네트워크 및 DRM, DLP 유지보수",2024.02.01,2025.01.31,ITO,"20,598,000",그룹영업팀,주식회사 케이티스포츠
인프라매니지드팀,kt m&s 오라클DB자산화 계약,2024.01.18,2024.02.28,IT 자산공급,"21,000,000",그룹영업팀,(주)케이티엠앤에스
인프라매니지드팀,kt alpha 2024년도 쇼핑 차세대시스템 H/W 및 S/W 유지보수,2024.02.01,2025.01.31,ITO,"471,520,000",그룹영업팀,주식회사 케이티알파
CV사업개발본부지원,'24년 CV사업개발본부장 활동비용,2024.01.01,2024.12.31,SI,,CV사업개발본부지원,주식회사 케이티
CV사업기획팀,'24년 CV사업개발본부 활동비용,2024.01.01,2024.12.31,SI,,CV사업기획팀,주식회사 케이티
결제플랫폼팀,콘텐츠페이 앱 UI/UX 리뉴얼,2023.12.01,2024.06.28,SI,"286,400,000",결제플랫폼팀,주식회사 케이티
결제플랫폼팀,2023년 AI-BPO BM 전산화 비즈나루 개발,2024.01.05,2024.04.15,SI,"139,000,000",결제플랫폼팀,주식회사 케이티
결제플랫폼팀,2024년 비즈메카 EZ 기능개선 및 유지보수,2024.01.31,2025.01.30,ITO,"720,000,000",결제플랫폼팀,주식회사 케이티
결제플랫폼팀,비즈메카 EZ 유지보수,2023.01.28,2024.01.27,ITO,"701,000,000",결제플랫폼팀,주식회사 케이티
경영기획총괄지원,'24년 경영기획총괄 활동비용,2024.01.01,2024.12.31,SI,,경영기획총괄지원,주식회사 케이티
경영기획팀,'24년 대표이사 활동비용,2024.01.01,2024.12.31,SI,,경영기획팀,주식회사 케이티
경영인프라팀,2023년 사내시스템 인프라운영,2023.01.01,2024.02.29,SI,,경영인프라팀,주식회사 케이티
경영인프라팀,2023년 그룹메일2.0 서비스 이용료(IO),2023.01.01,2024.02.29,SI,,경영인프라팀,주식회사 케이티
고객개발1팀,개인정보 마스킹해제 시 SMS발송 및 고객조회 우회루트 차단,2023.11.06,2024.06.30,SI,"873,000,000",고객개발1팀,주식회사 케이티
고객개발2팀,ICIS TR LE 2단계 본 구축,2023.12.01,2024.04.20,SI,"4,202,400,000",고객개발2팀,주식회사 케이티
고객개발2팀,보편 대개체를 위한 VoIP only 상품 개발,2023.12.13,2024.04.30,SI,"163,210,000",고객개발2팀,주식회사 케이티
고객개발2팀,2023년 통신범죄 대응 시스템 고도화,2024.01.10,2024.07.31,SI,"413,000,000",고객개발2팀,주식회사 케이티
고객인프라팀,2023년 사내시스템 EAI운영,2023.01.01,2024.02.29,SI,,고객인프라팀,주식회사 케이티
고객DX솔루션팀,K-VaRam 고도화 2차,2022.04.18,2024.10.31,SI,,고객DX솔루션팀,주식회사 케이티
고객DX솔루션팀,2024년 전사 AntBot 솔루션 upgrade 및 기술지원,2024.01.01,2024.12.31,SI,,고객DX솔루션팀,주식회사 케이티
고객DX솔루션팀,kt cloud 23년도 Antbot RPA Subscription 공급,2023.05.01,2024.04.30,IT 자산공급,"102,382,500",그룹영업팀,주식회사 휴트리온
고객DX솔루션팀,메타버스 솔루션 라이선스 구매,2023.08.04,2024.07.11,IT 자산공급,"75,476,340",고객DX솔루션팀,주식회사 케이티
고객DX솔루션팀,신한은행 R비서 시범사업 확대 라이선스 추가 계약,2023.09.01,2024.02.29,IT 자산공급,"89,727,273",금융영업1팀,(주)신한은행
고객DX솔루션팀,KT Metaverse Platform 유지보수 사업,2023.09.25,2024.03.31,SI,"314,885,000",고객DX솔루션팀,주식회사 케이티
고객DX솔루션팀,메타버스 서비스(메타라운지) 동시접속 솔루션(포톤) 구매,2023.11.17,2024.01.31,IT 자산공급,"17,941,720",고객DX솔루션팀,주식회사 케이티
고객DX솔루션팀,IBK연금보험 RPA솔루션 라이선스 갱신,2023.12.01,2024.12.31,IT 자산공급,"33,312,500",금융영업2팀,아이비케이연금보험(주)
고객DX솔루션팀,이투스에듀 2024년도 RPA 라이선스 공급 및 유지보수,2023.11.13,2024.11.12,ITO,"40,600,000",전략영업팀,이투스에듀 주식회사
고객DX솔루션팀,kt service 남부 2024년도 Antbot 라이선스 갱신,2023.12.01,2024.11.30,IT 자산공급,"10,100,000",그룹영업팀,주식회사 케이티서비스남부
고객DX솔루션팀,IBK연금보험 2024년도 RPA솔루션 유지보수,2024.01.01,2024.12.31,ITO,"26,000,000",금융영업2팀,아이비케이연금보험(주)
공공영업팀,'24년 공공영업팀 활동비용,2024.01.01,2024.12.31,SI,,공공영업팀,주식회사 케이티
그룹영업팀,'24년 그룹영업팀 활동비용,2024.01.01,2024.12.31,SI,,그룹영업팀,주식회사 케이티
금융사업팀,'24년 금융사업팀 활동비용,2024.01.01,2024.12.31,SI,,금융사업팀,주식회사 케이티
금융사업팀,한화저축은행 Mymo 1.5 여수신 통합 모바일 뱅킹 구축,2023.05.11,2024.01.10,SI,"1,617,200,000",금융영업2팀,(주)한화저축은행
금융수행팀,신한은행 The Next 시스템 구축,2021.05.24,2024.05.31,SI,"8,283,000,000",금융영업1팀,(주)엘지씨엔에스
금융수행팀,애큐온저축은행 코어 뱅킹 차세대 시스템 구축,2022.07.11,2024.04.10,SI,"22,679,000,000",금융영업1팀,주식회사 애큐온저축은행
금융수행팀,SC제일은행 금융소비자보호법 법률 대응 프로젝트 2차 개발,2023.07.27,2024.02.15,SI,"1,854,181,818",금융영업1팀,주식회사 한국스탠다드차타드은행
금융수행팀,신영증권 통합자산관리 플랫폼 구축 Phase2_물품,2023.10.16,2024.07.15,IT 자산공급,"35,385,000",금융영업1팀,신영증권(주)
금융수행팀,신영증권 통합자산관리 플랫폼 구축 Phase2_용역,2023.10.16,2024.07.15,SI,"2,459,433,182",금융영업1팀,신영증권(주)
금융수행팀,SC제일은행 CPBB 플랫폼 Refresh (OPEX) 서비스,2023.12.15,2028.12.14,IT 자산공급,"1,085,781,818",금융영업1팀,주식회사 한국스탠다드차타드은행
금융수행팀,하나은행 아이부자3.0 퍼블릭클라우드 구축,2024.02.07,2025.02.06,SI,"6,294,545,455",금융영업1팀,주식회사 하나은행
금융영업1팀,'24년 금융영업1팀 활동비용,2024.01.01,2024.12.31,SI,,금융영업1팀,주식회사 케이티
금융영업2팀,'24년 금융영업2팀 활동비용,2024.01.01,2024.12.31,SI,,금융영업2팀,주식회사 케이티
기술혁신단지원,'24년 기술혁신단장 활동비용,2024.01.01,2024.12.31,SI,,기술혁신단지원,주식회사 케이티
내부고객만족팀,[내부투자] 상면관리시스템고도화,2023.12.29,2024.06.30,SI,,내부고객만족팀,주식회사 케이티
내부고객만족팀,복무관리시스템 및 BTS 고도화,2024.02.01,2024.05.31,SI,,내부고객만족팀,주식회사 케이티
네트워크인프라팀,2023년 사내 N/W 운영,2023.01.01,2024.02.29,SI,,네트워크인프라팀,주식회사 케이티
네트워크인프라팀,"공인전자문서센터 NAS, 스위치 구매",2023.07.14,2024.03.31,IT 자산공급,"176,332,318",네트워크인프라팀,주식회사 케이티
네트워크인프라팀,GPS측위 네트워크 설비 대개체 사업,2023.08.02,2024.01.31,IT 자산공급,"46,628,000",네트워크인프라팀,주식회사 케이티
네트워크인프라팀,kt cloud 네트워크 설비 구축 TA 기술지원,2023.08.01,2024.03.31,SI,"43,000,000",그룹영업팀,(주)케이티클라우드
네트워크인프라팀,본인확인 시스템 스위치 대개체,2023.09.05,2024.03.31,IT 자산공급,"69,963,480",네트워크인프라팀,주식회사 케이티
네트워크인프라팀,Citrix MA 미계약 L4 스위치 (분당/대전IPC) 대개체,2024.01.11,2024.06.28,IT 자산공급,"286,777,000",네트워크인프라팀,주식회사 케이티
데이터DX개발팀,kt cloud 빌링 및 VoC 데이터 개발 및 제공,2023.02.01,2024.01.31,SI,"150,400,000",그룹영업팀,(주)케이티클라우드
데이터DX개발팀,한국관광공사 데이터 제공 사업,2023.12.21,2024.06.30,SI,"45,000,000",공공영업팀,주식회사 케이티
메시징플랫폼팀,GMMSC/MMSG 해외 로밍 발신 표시서비스 개발,2023.11.15,2024.07.31,SI,"167,700,000",메시징플랫폼팀,주식회사 케이티
메시징플랫폼팀,SMSVAS 해외로밍 발신 서비스 표시 개발,2023.12.01,2024.07.31,SI,"96,500,000",메시징플랫폼팀,주식회사 케이티
모빌리티플랫폼팀,'23년 한전 M2M포탈 유지보수,2023.06.12,2024.05.31,ITO,"42,000,000",유통영업팀,주식회사 케이티
모빌리티플랫폼팀,2023년 기업전용5G 업무용데이터 분리서비스 BCSP 개발,2023.12.20,2024.05.03,SI,"76,000,000",모빌리티플랫폼팀,주식회사 케이티
물류DX개발팀,kt sat 2024년도 SAP(ERP) ITO 유지보수 용역,2024.01.01,2024.12.31,ITO,"757,800,000",그룹영업팀,주식회사 케이티샛
미디어서비스팀,kt IPTV MSP(Master Service Provider)월정액,2023.01.01,2024.12.31,ITO,"1,800,000,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,kt IPTV MSP(Master Service Provider)건별,2023.01.02,2024.12.31,ITO,"300,000,000",미디어서비스팀,Test 고객(세금계산서 발행)
미디어서비스팀,23년 선물하기 조르기 서비스 유지보수,2023.03.01,2024.02.29,ITO,"62,717,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,kt alpha 지니TV 콘텐츠이용권 개발 유지보수 운영,2023.03.01,2024.02.29,ITO,"175,000,000",그룹영업팀,주식회사 케이티알파
미디어서비스팀,2023년 개인화 PCI-페어링 유지관리 및 운영,2023.03.01,2024.03.31,ITO,"229,500,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,2023년도 큐레이션플랫폼(ICP) 서비스 유지보수,2023.04.10,2024.03.31,ITO,"300,000,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,23년 OAM 및 양방향 광고소재 운영 유지보수,2023.04.01,2024.03.31,ITO,"80,300,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,이세븐웍스 지니TV VOD 인코딩 서비스 운영,2023.05.01,2024.03.31,ITO,"18,000,000",그룹영업팀,이세븐웍스(주)
미디어서비스팀,23년 addressable TV 광고 게재보고 서비스 공급협정,2023.06.01,2024.05.31,ITO,"294,000,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,[adrtv]모바일 DMP 연계ATP 시스템_유지보수,2023.07.07,2024.06.30,ITO,"128,000,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,2023년 온스크린 업셀링 기능 고도화 개발,2023.07.14,2024.01.31,SI,"247,500,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,23년 MTO RINS 플랫폼 유지보수 계약,2023.07.01,2024.06.30,ITO,"163,000,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,2023년 채널자막 유지보수,2023.07.06,2024.06.30,ITO,"85,800,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,23년 홈포털 플랫폼(WCS) 개발 유지보수,2023.09.01,2024.08.31,ITO,"189,100,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,2023년 채널자막 고도화개발,2023.10.26,2024.05.20,SI,"260,000,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,구글광고 수용을 위한 큐톤광고App.개발,2023.11.13,2024.04.30,SI,"214,700,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,2023년 TV 큐레이션 플랫폼(ICP) 하반기 고도화 개발,2024.01.19,2024.04.30,SI,"155,000,000",미디어서비스팀,주식회사 케이티
미디어서비스팀,KT-olleh tv 더블유쇼핑 서비스 컨텐츠 인코딩 및 전송계약,2024.01.01,2024.12.31,ITO,"18,000,000",그룹영업팀,(주)더블유쇼핑
미디어서비스팀,CJ오쇼핑 KT-올레tv 양방향VOD 서비스콘텐츠 인코딩 및 전송계약,2024.01.01,2024.12.31,ITO,"20,000,000",그룹영업팀,(주)씨제이이엔엠
미디어서비스팀,NS쇼핑 KT-올레tv ns홈쇼핑 서비스콘텐츠 인코딩 및 전송계약,2024.01.01,2024.12.31,ITO,"19,500,000",그룹영업팀,(주)엔에스쇼핑
미디어서비스팀,우리홈쇼핑 KT-올레tv 롯데홈쇼핑 서비스콘텐츠 인코딩 및 전송계약,2024.01.01,2024.12.31,ITO,"30,340,000",그룹영업팀,(주)우리홈쇼핑
미디어서비스팀,GS리테일 KT-올레tv GS홈쇼핑 서비스콘텐츠 인코딩 및 전송계약,2024.01.01,2024.12.31,ITO,"29,345,000",그룹영업팀,(주)지에스리테일 홈쇼핑
미디어서비스팀,키글 KT-올레tv 뽀로로TV 서비스콘텐츠 인코딩 및 전송계약,2024.01.01,2024.12.31,ITO,"5,325,000",그룹영업팀,(주)키글
미디어서비스팀,SK스토아 KT-올레tv sk스토아 서비스 콘텐츠 인코딩 및 전송 계약,2024.01.01,2024.12.31,ITO,"18,000,000",그룹영업팀,에스케이스토아주식회사
미디어서비스팀,신세계티비쇼핑 KT-올레tv 양방향VOD 서비스콘텐츠 인코딩 및 전송계약,2024.01.01,2024.12.31,ITO,"18,000,000",그룹영업팀,주식회사 신세계라이브쇼핑
미디어서비스팀,kt alpha KT-olleh tv kt알파 쇼핑 서비스 콘텐츠 인코딩,2024.01.01,2024.12.31,ITO,"21,470,000",그룹영업팀,주식회사 케이티알파
미디어서비스팀,CUG 인코딩 시스템 고도화 개발,2024.01.16,2024.04.14,SI,"100,000,000",그룹영업팀,이세븐웍스(주)
미디어플랫폼팀,2023년 그룹미디어서비스 확대적용을 위한 GHUB 유지보수 개발,2023.03.16,2024.03.15,ITO,"266,000,000",미디어플랫폼팀,주식회사 케이티
미디어플랫폼팀,2023년 AI태깅시스템 유지보수,2023.07.04,2024.07.02,ITO,"190,000,000",미디어플랫폼팀,주식회사 케이티
미디어플랫폼팀,23년 Genie TV 검증관리시스템(MPMS) 유지보수,2023.10.01,2024.09.30,ITO,"104,500,000",미디어플랫폼팀,주식회사 케이티
미디어플랫폼팀,2023년 Genie TV 방송광고 서비스 운영,2023.10.01,2024.09.30,ITO,"185,000,000",미디어플랫폼팀,주식회사 케이티
미디어플랫폼팀,큐톤광고에 제3자 광고 송출 지원을 위한 ADOMS 개발,2023.11.08,2024.04.30,SI,"159,000,000",미디어플랫폼팀,주식회사 케이티
미디어플랫폼팀,2023년 미디어정산플랫폼 고도화,2023.12.11,2024.02.10,SI,"86,000,000",미디어플랫폼팀,주식회사 케이티
미디어플랫폼팀,23년 BOM플랫폼 데이터마이닝 운영,2023.05.01,2024.01.31,ITO,"36,000,000",미디어플랫폼팀,이세븐웍스(주)
뱅킹사업팀,SCBK IT Outsourcing Service,2020.02.01,2025.01.31,ITO,"58,145,870,645",금융영업2팀,주식회사 한국스탠다드차타드은행
뱅킹사업팀,SCBK TSaaS Implementation 프로젝트,2022.10.06,2024.02.05,SI,"1,378,486,364",금융영업2팀,주식회사 한국스탠다드차타드은행
뱅킹사업팀,SC제일은행 KR-Public IP migration in DC 업체선정,2023.06.22,2024.03.06,SI,"804,936,000",금융영업2팀,주식회사 한국스탠다드차타드은행
뱅킹사업팀,SC제일은행 IT개발 단가계약,2023.08.02,2024.01.18,SI,"192,236,364",금융영업2팀,주식회사 한국스탠다드차타드은행
뱅킹사업팀,SC증권 이해상충방지 CDD 업무 시스템 추가 개발 프로젝트 추가연장,2023.10.04,2024.01.03,SI,"25,636,364",금융영업2팀,주식회사 한국스탠차타드 증권
뱅킹사업팀,SC제일은행 Deal at Best Rollout 프로젝트,2023.12.01,2024.05.31,SI,"810,900,000",금융영업2팀,주식회사 한국스탠다드차타드은행
뱅킹사업팀,SC증권 이해상충방지-CDD 업무 시스템개발 프로젝트(CPBB 추가),2024.01.08,2024.03.09,SI,"17,090,910",금융영업2팀,주식회사 한국스탠차타드 증권
뱅킹서비스2팀,SC제일은행 Sweep2Bank&펌뱅킹STP Giro 유지보수_연장,2023.01.01,2025.01.31,ITO,"341,449,545",금융영업2팀,주식회사 한국스탠다드차타드은행
보안수행팀,23년 보안취약점 진단 솔루션 유지보수,2023.02.01,2024.01.31,SI,,보안수행팀,주식회사 케이티
보안수행팀,'24년 보안취약점 진단 솔루션 유지보수,2024.02.01,2025.01.31,SI,,보안수행팀,주식회사 케이티
보안수행팀,데브시스터즈 정보보호관리체계 인증 컨설팅 및 정보보호관리,2023.09.01,2024.08.31,IT컨설팅,"68,000,000",유통영업팀,데브시스터즈(주)
보안수행팀,kt cloud 2023년도 서버 백신 라이선스 갱신,2023.09.11,2024.09.30,IT 자산공급,"244,500,000",그룹영업팀,(주)케이티클라우드
보안수행팀,kt cloud 2023년도 서버 백신 라이선스 증설,2023.09.11,2024.09.30,IT 자산공급,"244,500,000",그룹영업팀,(주)케이티클라우드
보안수행팀,kt service 북부 2023년 보안솔루션 라이선스 갱신 및 유지보수,2023.11.01,2024.10.31,ITO,"9,050,000",그룹영업팀,주식회사 케이티 서비스 북부
보안수행팀,kt service 북부 2023년 보안진단패키지,2023.09.08,2024.02.29,SI,"2,600,000",그룹영업팀,주식회사 케이티 서비스 북부
보안수행팀,kt sat 2024년도 통합보안컨설팅,2024.02.23,2024.11.07,SI,"181,000,000",그룹영업팀,주식회사 케이티샛
보안수행팀,kt estate 리눅스 서버백신 라이선스 갱신,2021.03.31,2024.03.31,IT 자산공급,"15,310,000",그룹영업팀,(주)케이티에스테이트
보안운영팀,2023년 사내시스템 정보보안 운영,2023.03.01,2024.02.29,SI,,보안운영팀,주식회사 케이티
보안운영팀,kt telecop 2023년도 보안서비스 패키지,2023.02.01,2024.01.31,ITO,"186,120,000",그룹영업팀,주식회사 케이티텔레캅
보안운영팀,kt 스튜디오지니 2023년도 보안서비스패키지(DRM),2023.07.01,2024.06.30,ITO,"9,600,000",그룹영업팀,주식회사 케이티스튜디오지니
보안운영팀,나스미디어 2023년도 보안서비스패키지,2023.09.01,2024.08.31,ITO,"22,038,480",그룹영업팀,(주)나스미디어
보안운영팀,kt linkus 2023년도 보안서비스패키지,2023.10.01,2024.09.30,ITO,"27,947,112",그룹영업팀,주식회사 케이티링커스
보안운영팀,H&C Network 2024년도 보안서비스패키지(DRM),2023.11.01,2024.10.31,ITO,"2,579,616",그룹영업팀,주식회사 에이치엔씨네트워크
보안운영팀,kt NexR 2024년도 보안서비스패키지_DRM,2023.11.01,2024.10.31,ITO,"2,290,800",그룹영업팀,(주)케이티넥스알
보안운영팀,"lolab 2024년도 보안서비스패키지_PC-DRM, Mobile-DRM",2023.12.01,2024.11.30,ITO,"12,600,000",그룹영업팀,주식회사 롤랩
보안운영팀,"이니텍 2024년도 보안서비스패키지_보안관제, 문서보안",2024.01.01,2024.12.31,ITO,"42,715,500",금융영업2팀,이니텍(주)
보안운영팀,skylifeTV 2024년도 보안서비스 패키지_DRM,2024.01.01,2024.12.31,ITO,"19,196,280",그룹영업팀,주식회사 스카이라이프티브이
보안정책팀,서버 취약점 진단 시스템 대개체,2024.01.03,2024.05.31,IT 자산공급,"351,315,000",보안정책팀,주식회사 케이티
보안침해대응팀,2024년 ktds그룹사 보안관제 포탈 Cloud비용,2024.01.01,2024.12.31,SI,,보안침해대응팀,주식회사 케이티
보안침해대응팀,다크트레이스 라이선스 공급_화승,2023.07.31,2024.07.30,IT 자산공급,"53,500,000",보안침해대응팀,주식회사 포트녹스
보안침해대응팀,EPC 목동2센터 WAF 신규 구축,2023.11.27,2024.02.23,IT 자산공급,"146,280,000",보안침해대응팀,주식회사 케이티
보안침해대응팀,IPC 목동 WAF 대개체,2023.11.27,2024.02.23,IT 자산공급,"146,280,000",보안침해대응팀,주식회사 케이티
보안침해대응팀,IPC 천안 WAF 증설,2023.12.05,2024.02.23,IT 자산공급,"191,061,000",보안침해대응팀,주식회사 케이티
보안침해대응팀,kt cs 2024년도 보안관제 서비스,2024.01.01,2024.12.31,ITO,"11,280,000",그룹영업팀,(주)케이티씨에스
보안침해대응팀,지니뮤직 2024년도 보안장비 관제서비스,2024.01.01,2024.12.31,ITO,"65,804,400",그룹영업팀,(주) 지니뮤직
보안침해대응팀,24년 유해사이트 차단 서비스,2024.01.01,2024.12.31,ITO,"56,196,000",보안침해대응팀,주식회사 케이티
보안침해대응팀,kt telecop 2024년도 보안서비스 패키지,2024.02.01,2025.01.31,ITO,"186,120,000",그룹영업팀,주식회사 케이티텔레캅
사업시너지팀,2023년 KT ITO 기본계약,2023.01.01,2024.01.03,ITO,"208,368,572,306",사업시너지팀,주식회사 케이티
사업시너지팀,2024년 KT ITO DIGICO계약,2024.01.01,2024.12.31,ITO,"10,365,631,921",사업시너지팀,주식회사 케이티
사업시너지팀,2024년 KT ITO 기본계약,2024.01.01,2024.12.31,ITO,"52,959,743,796",사업시너지팀,주식회사 케이티
사업시너지팀,2024년 KT ITO 보안관제 계약,2024.01.01,2024.12.31,ITO,"1,858,680,000",사업시너지팀,주식회사 케이티
사업시너지팀,2024년 KT-kt ds 솔루션 통합 계약,2024.01.01,2024.12.31,ITO,"1,329,971,986",사업시너지팀,주식회사 케이티
사업시너지팀,2024년 KT ITO BA 컨설팅 계약,2024.01.01,2024.12.31,ITO,"2,494,660,000",사업시너지팀,주식회사 케이티
사업시너지팀,2024년 통합SM고도화,2024.01.01,2024.12.31,SI,"55,700,000,000",사업시너지팀,주식회사 케이티
솔루션개발팀,BEAST 고도화,2023.04.01,2024.04.30,SI,,솔루션개발팀,주식회사 케이티
솔루션개발팀,BEAST솔루션 라이선스 공급,2023.12.13,2024.12.31,IT 자산공급,"39,000,000",전략영업팀,Test 고객(세금계산서 발행)
솔루션사업팀,'24년 솔루션사업팀 활동비용,2024.01.01,2024.12.31,SI,,솔루션사업팀,주식회사 케이티
수주전략팀,'24년 수주전략팀 활동비용,2024.01.01,2024.12.31,SI,,수주전략팀,주식회사 케이티
에듀DX플랫폼팀,e-Brain ITO 이관,2022.12.01,2024.02.29,SI,"374,000,000",에듀DX플랫폼팀,주식회사 케이티
에듀DX플랫폼팀,2023년 AI 시티플랫폼 서비스 운영,2023.03.01,2024.02.28,ITO,"486,000,000",전략영업팀,주식회사 케이티
에듀DX플랫폼팀,KT온라인 교육 서비스 학습지원센터 통합운영 관리,2023.03.29,2024.02.29,ITO,"656,300,000",전략영업팀,주식회사 케이티
에듀DX플랫폼팀,서울런 학습지원센터 3차 고도화 및 운영,2023.03.15,2024.03.31,ITO,"438,000,000",유통영업팀,주식회사 케이티
에듀DX플랫폼팀,서울 원격수업 지원 플랫폼 유지보수 및 안정화 사업,2023.07.04,2024.02.28,ITO,"732,300,000",유통영업팀,주식회사 케이티
에듀DX플랫폼팀,2023년 AI 기반 교수학습 플랫폼 서비스 콜센터 운영 관리,2023.08.30,2024.02.29,ITO,"735,160,000",유통영업팀,주식회사 케이티
에듀DX플랫폼팀,중개거래 제주도 도매입찰 POC 참여 위한 신규 플랫폼 구축,2023.10.01,2024.02.29,SI,"585,000,000",유통영업팀,주식회사 케이티
